1524392471531909888,-0.02785,0.00245,0.02205,0.68134,-0.73150,0.02575,-0.00545,-0.03576,-0.01072,0.00750,
1524392471630934528,-0.04793,0.00677,0.03749,0.68050,-0.73152,0.04220,-0.00443,-0.02099,-0.01320,0.00395,
1524392471730759424,-0.07359,0.02281,0.06890,0.64602,-0.76160,0.05086,-0.00624,0.03282,0.01688,0.05471,
1524392471830814208,-0.07459,0.01951,0.07211,0.65023,-0.75787,0.05305,-0.00397,0.14645,-0.01624,-0.02639,
1524392471931225088,-0.06832,0.00913,0.06622,0.65995,-0.74913,0.05717,0.00149,0.16570,-0.04625,-0.10080,
1524392472031529216,-0.05293,0.00636,0.05658,0.67353,-0.73719,0.05373,-0.00523,0.18573,-0.01126,-0.09004,
1524392472130648576,-0.03321,0.00409,0.04779,0.66692,-0.74322,0.05224,-0.01091,0.17700,-0.00730,-0.06253,
1524392472230814464,-0.01667,0.00275,0.04162,0.66626,-0.74431,0.04540,-0.00612,0.12335,-0.01074,-0.03604,
1524392472330896128,-0.00558,0.00223,0.04029,0.67386,-0.73701,0.05185,0.00672,0.05394,0.01006,0.02012,
1524392472430571008,-0.00284,0.00305,0.04297,0.66977,-0.74044,0.05337,0.01723,-0.01833,0.02716,0.03372,
1524392472531992320,-0.00745,0.00794,0.04521,0.67151,-0.73831,0.05780,0.02491,-0.09957,0.08295,0.01525,
1524392472630656512,-0.02207,0.01825,0.04750,0.67897,-0.73197,0.05042,0.02607,-0.23644,0.11612,0.04104,
1524392472730381056,-0.04966,0.02825,0.05428,0.66529,-0.74480,0.04605,0.02324,-0.31857,0.03853,0.11139,
1524392472830533632,-0.07901,0.03026,0.06888,0.66335,-0.74541,0.06554,0.00571,-0.28024,-0.05508,0.15907,
1524392472930546176,-0.10285,0.02478,0.08337,0.66284,-0.74476,0.07576,-0.01526,-0.17376,-0.13474,0.11140,
1524392473031804160,-0.12021,0.01217,0.09380,0.66368,-0.74124,0.09393,-0.03561,-0.05543,-0.18092,0.04180,
1524392473130294016,-0.12027,-0.00685,0.09400,0.66745,-0.73663,0.09746,-0.04879,0.10144,-0.19990,-0.05760,
1524392473230585856,-0.10660,-0.02479,0.08713,0.67874,-0.72810,0.08097,-0.05124,0.19832,-0.11460,-0.06403,
1524392473330607872,-0.08818,-0.03805,0.08158,0.68026,-0.72851,0.06306,-0.05037,0.26041,-0.06045,-0.05860,
1524392473430572544,-0.05939,-0.04218,0.07385,0.68284,-0.72753,0.05365,-0.03946,0.28282,0.01581,-0.09402,
1524392473531699200,-0.03296,-0.03957,0.06153,0.68667,-0.72518,0.04078,-0.03064,0.23268,0.07762,-0.14375,
1524392473630395136,-0.01368,-0.03024,0.04752,0.69118,-0.72165,0.03596,-0.01390,0.13040,0.12520,-0.14399,
1524392473730777344,-0.00618,-0.01926,0.03516,0.67902,-0.73301,0.04020,0.00249,-0.01142,0.09171,-0.11645,
1524392473830457856,-0.00949,-0.00987,0.02811,0.68102,-0.73168,0.02899,0.00415,-0.08051,0.07582,-0.03592,
1524392473930504448,-0.01802,-0.00274,0.02544,0.68195,-0.73102,0.02331,-0.00379,-0.11158,0.02211,-0.00286,
1524392474030761728,-0.02465,-0.00110,0.02442,0.68325,-0.72978,0.02120,-0.01204,-0.01654,-0.00996,0.01684,
1524392474130343424,-0.02231,-0.00375,0.02525,0.67274,-0.73936,0.02663,-0.00780,0.09305,-0.03871,-0.02217,
1524392474230393088,-0.01156,-0.00612,0.02099,0.67252,-0.73959,0.02661,0.00270,0.10608,-0.01459,-0.07622,
1524392474330858752,-0.00049,-0.00616,0.01174,0.68647,-0.72700,0.01475,-0.00165,0.09732,0.01771,-0.08987,
1524392474430246912,0.00569,-0.00409,0.00417,0.70055,-0.71360,0.00112,-0.00102,0.01519,0.02443,-0.05148,
1524392474534034176,0.00531,-0.00340,-0.00006,0.69580,-0.71819,0.00581,-0.00578,-0.01785,-0.00724,-0.02642,
1524392474630227456,0.00491,-0.00326,0.00042,0.68789,-0.72577,0.00514,-0.00659,-0.00662,-0.01579,0.00415,
1524392474730132480,0.00529,-0.00272,0.00009,0.68087,-0.73233,0.00771,-0.00723,0.01232,0.00109,-0.00243,
1524392474830133248,0.00590,-0.00232,-0.00007,0.67801,-0.73497,0.00786,-0.00789,-0.01010,-0.00268,0.00303,
1524392474929883136,0.00580,-0.00222,0.00024,0.67493,-0.73776,0.01174,-0.00545,-0.01082,-0.00216,0.01481,
1524392475030418432,0.00521,-0.00229,0.00026,0.67523,-0.73742,0.01667,-0.00236,0.00513,0.00273,-0.01303,
1524392475130057728,0.00505,-0.00260,-0.00005,0.67675,-0.73599,0.01806,0.00237,-0.00807,-0.00820,0.00355,
1524392475230014720,0.00434,-0.00285,-0.00015,0.67801,-0.73483,0.01816,0.00269,-0.00552,-0.00196,0.00606,
1524392475330050304,0.00295,-0.00338,0.00172,0.67608,-0.73643,0.02323,0.00728,-0.01645,-0.01004,0.02881,
1524392475430029568,-0.00030,-0.00392,0.00723,0.67445,-0.73796,0.02179,0.00763,-0.08358,-0.02163,0.08318,
1524392475530239488,-0.00839,-0.00628,0.01664,0.67536,-0.73728,0.01421,-0.01009,-0.06532,-0.04256,0.08667,
1524392475629748224,-0.01132,-0.00894,0.02426,0.69136,-0.72239,0.00341,-0.01261,0.02074,-0.01138,0.07453,
1524392475729699328,-0.00800,-0.00946,0.02975,0.69143,-0.72241,0.00134,-0.00701,0.06203,0.00796,0.01149,
1524392475829745408,-0.00266,-0.00931,0.02915,0.69159,-0.72222,-0.01006,0.00345,0.06626,-0.00791,-0.04016,
1524392475929846528,0.00179,-0.00926,0.02639,0.70474,-0.70879,-0.01977,0.02399,0.01661,-0.00160,0.01657,
1524392476030389504,0.00276,-0.00946,0.02956,0.68651,-0.72671,-0.01251,0.02112,0.01441,-0.03229,0.04968,
1524392476130408448,0.00334,-0.01446,0.03824,0.66236,-0.74906,-0.01083,0.00832,-0.00048,-0.07581,0.10562,
1524392476229834752,0.00150,-0.02244,0.04729,0.67294,-0.73969,-0.00172,-0.00135,-0.03866,-0.07351,0.05589,
1524392476329787136,-0.00030,-0.02576,0.05029,0.69539,-0.71849,-0.00152,-0.01436,0.01163,0.01851,-0.01187,
1524392476429825792,0.00146,-0.02367,0.04842,0.71489,-0.69911,-0.00782,-0.01057,0.03754,0.04054,-0.01830,
1524392476531496192,0.00437,-0.02096,0.04774,0.71715,-0.69690,-0.00410,0.00105,0.03838,0.03984,-0.01091,
1524392476629778432,0.00749,-0.01698,0.04783,0.72042,-0.69331,-0.01376,0.01096,0.01869,0.02943,-0.00931,
1524392476729823488,0.00566,-0.01284,0.05020,0.75685,-0.65322,-0.02191,-0.00186,-0.06920,0.05209,0.04592,
1524392476830221568,-0.00215,-0.00848,0.05337,0.80153,-0.59599,-0.04682,-0.01202,-0.06342,0.06030,0.02942,
1524392476929620224,-0.00743,-0.00439,0.05778,0.80684,-0.58693,-0.06507,-0.01696,-0.04667,0.00810,0.02027,
1524392477030882304,-0.01285,-0.00532,0.05950,0.82718,-0.55451,-0.08992,-0.01442,-0.03132,-0.03455,-0.02349,
1524392477129615104,-0.01656,-0.00204,0.05972,0.82016,-0.56201,-0.10711,0.00109,-0.03064,-0.00225,-0.01794,
1524392477229344768,-0.02097,-0.00185,0.05916,0.83084,-0.54341,-0.11977,0.00799,-0.04311,-0.02674,-0.00647,
1524392477329326848,-0.02380,0.00025,0.06096,0.83809,-0.52669,-0.14182,0.00986,-0.01667,0.00713,-0.00289,
1524392477429560832,-0.02573,0.00155,0.06169,0.84531,-0.50905,-0.16145,0.01596,-0.00670,0.00293,-0.01371,
1524392477530070528,-0.02733,0.00199,0.06158,0.84930,-0.50047,-0.16615,0.02467,-0.02093,0.01153,0.00082,
1524392477629895936,-0.02681,0.00230,0.06118,0.85068,-0.49926,-0.16215,0.02817,0.02964,0.02280,-0.01034,
1524392477730879488,-0.02367,0.00540,0.05954,0.84667,-0.50943,-0.15075,0.02997,-0.02562,-0.00330,-0.01483,
1524392477829290752,-0.02632,0.00548,0.05969,0.85229,-0.49246,-0.17359,0.03088,0.00646,0.00110,-0.01125,
1524392477929469952,-0.02333,0.00834,0.06088,0.84188,-0.50065,-0.19565,0.04807,0.00176,0.02498,0.00853,
1524392478029770496,-0.02281,0.00865,0.06082,0.84932,-0.49053,-0.19039,0.04230,-0.01677,0.02323,-0.00461,
1524392478129196800,-0.02577,0.00780,0.06020,0.85073,-0.48963,-0.19073,0.01205,-0.02940,-0.00175,0.00318,
